Pedestrian_id,Pedestrian_Age,measuring_row,measuring_col,time,density,speed
123,20,16,26,8,0.7779333566697783,0
139,20,17,0,8,1.0002000300040006,0
143,20,18,0,8,1.0002000300040006,0
183,20,27,0,8,1.4447333766724453,0
205,20,3,0,8,0.7779333566697783,0
207,20,29,0,8,1.333600040005334,0
134,20,6,0,746,0.8890666933368894,0
160,20,12,0,746,1.1113333666711118,0
171,20,14,0,1505,1.1113333666711118,0
172,20,19,0,1505,1.0002000300040006,0
182,20,16,25,1505,0.4445333466684447,1.3315579227696406
199,20,22,0,1505,1.222466703338223,0
123,20,16,0,2258,1.1113333666711118,1.3315579227696406
166,20,25,0,2258,1.333600040005334,0
182,20,16,26,2258,0.4445333466684447,1.3315579227696406
215,20,6,0,2258,0.8890666933368894,1.3315579227696406
124,20,8,0,3019,0.8890666933368894,1.3315579227696406
202,20,29,0,3019,1.4447333766724453,1.3315579227696406
142,20,6,0,4565,1.0002000300040006,1.4434087882822901
154,20,8,0,4565,1.0002000300040006,1.3315579227696404
157,20,24,0,4565,1.1113333666711118,1.3315579227696404
159,20,21,0,4565,1.222466703338223,1.3315579227696404
169,20,27,0,4565,1.1113333666711118,1.4434087882822901
182,20,16,0,4565,1.0002000300040006,1.3315579227696404
211,20,16,25,4565,0.5556666833355559,1.3315579227696406
211,20,16,26,5314,0.666800020002667,1.3315579227696406
212,20,18,0,6085,1.1113333666711118,1.3315579227696406
119,20,29,0,6858,1.222466703338223,1.4014647137150467
123,20,16,5,6858,0.7779333566697783,1.3315579227696406
128,20,23,0,6858,1.4447333766724453,1.3315579227696406
129,20,25,0,6858,1.222466703338223,1.4014647137150467
146,20,2,0,6858,0.7779333566697783,1.3315579227696406
153,20,7,0,6858,0.7779333566697783,1.3315579227696406
120,20,27,0,7609,1.1113333666711118,1.3315579227696406
123,20,16,6,7609,0.7779333566697783,1.3315579227696406
211,20,16,0,7609,0.5556666833355559,1.3315579227696406
125,20,20,0,8373,0.8890666933368894,1.3315579227696406
173,20,10,0,8373,0.5556666833355559,1.3315579227696406
180,20,22,0,8373,1.0002000300040006,1.3315579227696406
182,20,16,5,8373,0.4445333466684447,1.3315579227696406
188,20,18,0,8373,0.666800020002667,1.3315579227696406
189,20,4,0,8373,0.666800020002667,1.3315579227696406
196,20,15,25,8373,0.5556666833355559,1.3315579227696406
203,20,6,0,8373,0.666800020002667,1.3315579227696406
206,20,24,0,8373,1.1113333666711118,1.3315579227696406
214,20,29,0,8373,1.1113333666711118,1.4014647137150467
122,20,26,0,9105,1.1113333666711118,1.3315579227696406
182,20,16,6,9105,0.4445333466684447,1.3315579227696406
196,20,15,26,9105,0.5556666833355559,1.3315579227696406
135,20,4,0,10641,0.666800020002667,1.3315579227696406
151,20,24,0,10641,1.222466703338223,1.3315579227696406
174,20,18,0,10641,0.7779333566697783,1.3315579227696406
179,20,22,0,10641,1.222466703338223,1.3315579227696406
195,20,8,0,10641,0.666800020002667,1.3315579227696406
198,20,27,0,10641,1.222466703338223,1.3315579227696406
200,20,6,0,10641,0.7779333566697783,1.3315579227696406
168,20,15,25,11380,0.666800020002667,1.3315579227696406
196,20,15,0,11380,0.4445333466684447,1.3315579227696406
211,20,16,5,11380,0.5556666833355559,1.3315579227696406
168,20,15,26,12142,0.666800020002667,1.3315579227696406
184,20,3,0,12142,0.7779333566697783,1.3315579227696406
187,20,19,0,12142,0.8890666933368894,1.3315579227696406
190,20,29,0,12142,1.222466703338223,1.3315579227696406
208,20,23,0,12142,1.222466703338223,1.3315579227696406
209,20,9,0,12142,0.5556666833355559,1.3315579227696406
211,20,16,6,12142,0.5556666833355559,1.3315579227696406
217,20,21,0,12142,1.1113333666711118,1.3315579227696406
131,20,25,0,12895,1.222466703338223,1.3315579227696406
145,20,13,0,12895,0.3334000100013335,1.3315579227696406
192,20,6,0,12895,1.0002000300040006,1.3315579227696406
121,20,10,0,14479,0.7779333566697783,1.3315579227696406
147,20,22,0,14479,1.333600040005334,1.3315579227696406
158,20,1,0,14479,0.7779333566697783,1.3315579227696406
168,20,15,0,14479,0.666800020002667,1.3315579227696406
176,20,26,0,14479,1.222466703338223,1.3315579227696406
181,20,28,0,14479,1.222466703338223,1.3315579227696406
185,20,24,0,14479,1.222466703338223,1.3315579227696406
161,20,19,0,15217,1.0002000300040006,1.3315579227696406
196,20,15,5,15217,0.666800020002667,1.3315579227696406
165,20,0,0,15978,0.666800020002667,1.3315579227696406
186,20,21,0,15978,1.1113333666711118,1.3315579227696406
191,20,24,0,15978,1.222466703338223,1.3315579227696406
196,20,15,6,15978,0.666800020002667,1.3315579227696406
130,20,26,0,16780,1.1113333666711118,1.3315579227696406
140,20,28,0,16780,1.1113333666711118,1.3315579227696406
170,20,7,0,16780,0.7779333566697783,1.3315579227696406
136,20,14,0,17531,0.5556666833355559,1.3315579227696406
201,20,12,0,17531,0.5556666833355559,1.3315579227696406
210,20,10,0,17531,0.5556666833355559,1.3315579227696406
216,20,23,0,17531,1.333600040005334,1.3315579227696406
141,20,29,0,18296,1.333600040005334,1.3315579227696406
168,20,15,5,18296,0.666800020002667,1.3315579227696406
175,20,21,0,18296,1.0002000300040006,1.3315579227696406
213,20,26,0,18296,1.222466703338223,1.3315579227696406
150,20,18,0,19188,0.7779333566697783,1.3315579227696406
155,20,8,0,19188,0.666800020002667,1.3315579227696406
168,20,15,6,19188,0.666800020002667,1.3315579227696406
127,20,14,0,19958,0.666800020002667,1.3315579227696406
133,20,23,0,19958,1.1113333666711118,1.3315579227696406
164,20,10,0,19958,0.7779333566697783,1.3315579227696406
137,20,29,0,20713,1.333600040005334,1.3315579227696406
148,20,6,0,20713,0.4445333466684447,1.3315579227696406
152,20,27,0,20713,1.333600040005334,1.3315579227696406
156,20,25,0,20713,1.333600040005334,1.3315579227696406
167,20,21,0,20713,1.0002000300040006,1.3315579227696406
178,20,12,0,20713,0.8890666933368894,1.3315579227696406
193,20,19,0,20713,0.8890666933368894,1.3315579227696406
138,20,1,0,21470,0.4445333466684447,1.3315579227696406
177,20,3,0,21470,0.4445333466684447,1.3315579227696406
204,20,9,0,21470,0.7779333566697783,1.3315579227696406
123,20,16,25,22212,0.8890666933368894,1.3315579227696406
126,20,14,0,22212,0.7779333566697783,1.3315579227696406
162,20,29,0,22212,1.222466703338223,1.3315579227696406
194,20,25,0,22212,1.222466703338223,1.3315579227696406
252,20,25,0,9,2.444933406676446,0
361,20,6,0,9,1.6670000500066677,0
228,20,19,0,2383,3.111733426679113,0
388,20,16,26,2383,1.7781333866737787,0
225,20,14,0,4675,2.556066743343557,0
268,20,28,0,4675,2.2226667333422236,0
